34.460,31.810,0.874,0.882,0.916,0.915,0.890,0.602,5.910
33.190,31.200,0.935,0.943,0.955,0.957,0.926,0.698,5.680
33.950,31.580,1.000,1.017,1.061,1.016,1.039,0.695,6.110
35.790,32.790,1.008,1.017,1.118,1.099,1.039,0.667,6.080
36.780,33.000,0.967,0.961,1.148,1.078,1.051,0.681,6.330
36.980,33.720,1.003,1.021,1.191,1.102,1.091,1.037,12.030
36.980,34.110,1.037,1.050,1.195,1.160,1.080,0.733,7.800
36.660,33.720,1.026,1.030,1.124,1.157,0.995,0.641,5.940
30.460,28.180,0.885,0.897,0.883,0.984,0.792,0.585,5.180
30.430,26.950,0.881,0.886,0.790,0.887,0.730,0.553,4.990
29.330,26.930,0.844,0.846,0.759,0.852,0.736,0.494,4.910
28.030,24.960,0.799,0.811,0.762,0.819,0.751,0.485,5.150
29.280,24.920,0.818,0.833,0.836,0.844,0.775,0.513,5.500
28.430,24.660,0.802,0.813,0.835,0.796,0.757,0.526,5.510
25.690,23.550,0.717,0.739,0.778,0.756,0.683,0.500,5.250
26.580,24.310,0.718,0.750,0.724,0.754,0.689,0.520,5.570
28.540,26.210,0.775,0.806,0.748,0.795,0.732,0.560,6.050
29.290,27.190,0.789,0.805,0.746,0.791,0.728,0.557,6.020
29.100,26.560,0.788,0.798,0.744,0.781,0.721,0.553,5.830
30.680,27.920,0.826,0.838,0.766,0.789,0.747,0.578,6.260
31.460,28.380,0.843,0.865,0.769,0.921,0.757,0.574,5.940
30.600,26.880,0.782,0.799,0.742,0.829,0.735,0.544,5.570
30.010,27.190,0.779,0.798,0.756,0.817,0.746,0.543,5.610
30.310,28.400,0.831,0.856,0.782,0.860,0.771,0.537,5.140
30.730,28.420,0.899,0.916,0.791,0.857,0.783,0.541,5.360
31.480,28.740,0.876,0.886,0.798,0.928,0.792,0.531,5.060
30.610,28.020,0.868,0.879,0.772,0.953,0.766,0.527,4.910
30.730,28.520,0.883,0.885,0.796,0.955,0.796,0.517,4.680
32.110,30.190,0.953,0.956,0.835,0.970,0.837,0.543,4.830
31.310,29.600,0.995,0.989,0.812,1.000,0.818,0.551,5.050
31.190,29.700,1.062,1.052,0.802,0.986,0.814,0.551,5.070
31.560,30.120,1.035,0.941,0.811,0.950,0.817,0.549,5.050
29.200,28.160,0.912,0.837,0.754,0.865,0.759,0.531,4.690
28.920,27.570,0.927,0.898,0.748,0.833,0.749,0.531,4.760
27.390,25.900,0.877,0.784,0.713,0.828,0.717,0.514,4.560
27.730,26.490,0.916,0.743,0.723,0.823,0.723,0.503,4.490
29.430,28.380,0.861,0.804,0.787,0.846,0.786,0.526,4.490
30.690,29.880,0.895,0.857,0.829,0.885,0.832,0.562,4.720
31.490,31.000,0.906,0.851,0.854,0.924,0.854,0.572,4.840
30.170,29.660,0.863,0.835,0.819,0.911,0.815,0.552,4.700
29.280,28.460,0.843,0.841,0.791,0.890,0.790,0.539,4.380
29.790,28.050,0.824,0.786,0.799,0.898,0.796,0.540,4.360
31.560,29.010,0.889,0.835,0.845,0.944,0.841,0.548,4.590
32.580,29.610,0.934,0.855,0.867,0.966,0.861,0.553,4.360
30.110,28.340,0.879,0.793,0.821,0.957,0.819,0.545,4.640
30.630,28.930,0.854,0.808,0.853,1.012,0.862,0.573,5.580
32.160,30.170,0.861,0.830,0.888,0.972,0.864,0.632,6.510
33.200,30.870,0.904,0.867,0.927,0.972,0.890,0.659,6.730
32.240,28.840,0.891,0.874,0.890,0.928,0.883,0.636,5.800
32.680,29.780,0.939,0.923,0.899,0.967,0.894,0.651,5.730
33.890,31.500,0.984,0.984,0.973,0.989,0.984,0.739,6.650
34.510,31.700,0.989,0.971,0.981,0.948,0.993,0.752,5.950
35.450,31.880,1.036,1.018,1.026,1.003,1.049,0.777,6.070
33.610,30.390,0.992,0.969,0.965,1.032,0.977,0.719,5.880
33.410,29.660,1.010,1.017,0.903,1.121,0.915,0.638,5.570
33.880,30.120,1.022,1.012,0.909,1.182,0.915,0.655,5.450
35.540,31.390,1.090,1.033,0.920,1.100,0.956,0.689,5.310
36.080,32.270,1.076,1.048,0.921,1.209,0.953,0.833,5.140
36.670,33.730,1.091,1.073,0.931,1.146,0.973,0.595,5.270
36.440,33.360,1.045,1.043,0.883,1.029,0.906,0.572,5.390
37.780,34.560,1.112,1.095,0.929,1.073,0.964,0.594,5.580
36.650,33.590,1.105,1.121,0.905,1.160,0.952,0.580,5.310
35.230,32.230,1.081,1.111,0.877,1.269,0.912,0.576,5.560
35.700,32.750,1.054,1.101,0.887,1.405,0.922,0.588,5.780
37.390,33.950,1.126,1.171,0.947,1.504,1.001,0.609,5.760
37.320,33.700,1.120,1.139,0.931,1.424,0.985,0.609,5.530
37.310,34.640,1.200,1.205,0.943,1.506,1.009,0.632,5.760
39.240,36.380,1.312,1.300,1.002,1.612,1.079,0.657,6.100
40.370,37.620,1.357,1.339,1.029,1.505,1.151,0.679,6.330
40.840,38.430,1.376,1.393,1.028,1.320,1.102,0.686,6.330
40.650,37.950,1.331,1.308,1.015,1.212,1.035,0.686,6.570
40.010,37.250,1.219,1.243,1.010,1.148,1.030,0.681,6.390
